ad_id,page_id,page_name,promotional_text,image_name,image_link,promo_sent_date,promo_status,impressions_min,impressions_max,spend_min,spend_max,ad_url
3748657678755546,167628236611253,Salomon,"Find the best in advanced apparel, high-speed footwear, and the latest outdoor-tested gear.",Unisex forces shoes xa forces gore-tex unisex forces shoes black / black / black salomon,salomon.com,,,0,0,0,0,https://www.facebook.com/ads/library/?id=3748657678755546
875639340664300,167628236611253,Salomon,,Unisex Accessories Trail Gaiters Low Black Salomon,salomon.com,,,0,0,0,0,https://www.facebook.com/ads/library/?id=875639340664300
