ad_id,page_id,page_name,promotional_text,image_name,image_link,promo_sent_date,promo_status,impressions_min,impressions_max,spend_min,spend_max,ad_url
unknown,70267159212,Lands' End,,,,,,0,0,0,0,https://www.facebook.com/ads/library/?id=unknown
unknown,70267159212,Lands' End,,,,,,0,0,0,0,https://www.facebook.com/ads/library/?id=unknown
unknown,70267159212,Lands' End,,,,,,0,0,0,0,https://www.facebook.com/ads/library/?id=unknown
unknown,70267159212,Lands' End,,,,,,50000,59999,600,699,https://www.facebook.com/ads/library/?id=unknown
unknown,70267159212,Lands' End,,,,,,600000,699999,3000,3499,https://www.facebook.com/ads/library/?id=unknown
