ad_id,page_id,page_name,promotional_text,ad_delivery_start_time,ad_delivery_stop_time,ad_creation_time,created_time,updated_time,ad_creative_bodies,status,effective_status,ad_active_status,is_active,body,title,caption,description,link_url,image_name,image_link,image_description,impressions_min,impressions_max,spend_min,spend_max,ad_url,publisher_platforms,languages
452895063874101,179450065439629,Chewy,"With fast, free delivery, Chewy makes it super easy to get what your pet needs, and loves. Including more time with you.",,,,,,"['With fast, free delivery, Chewy makes it super easy to get what your pet needs, and loves. Including more time with you.', 'With fast, free delivery, Chewy makes it super easy to get what your pet needs, and loves. Including more time with you.', 'With fast, free delivery, Chewy makes it super easy to get what your pet needs, and loves. Including more time with you.', 'With fast, free delivery, Chewy makes it super easy to get what your pet needs, and loves. Including more time with you.', 'With fast, free delivery, Chewy makes it super easy to get what your pet needs, and loves. Including more time with you.', 'With fast, free delivery, Chewy makes it super easy to get what your pet needs, and loves. Including more time with you.']",,,,,,,,,,"Pet Center Lamb Crunchys Dog Treats, 16-oz bag",,,0,0,0,0,https://www.facebook.com/ads/library/?id=452895063874101,"facebook, instagram, audience_network, messenger",en
1052157542826588,179450065439629,Chewy,"Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!",,,,,,"[""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!""]",,,,,,,,,,"Pet Center Lamb Crunchys Dog Treats, 16-oz bag",,,0,0,0,0,https://www.facebook.com/ads/library/?id=1052157542826588,"facebook, instagram, audience_network, messenger",en
834022288597626,179450065439629,Chewy,"You can never have enough of their favorites. Find everything your pet needs and wants and get fast, free delivery!",,,,,,"['You can never have enough of their favorites. Find everything your pet needs and wants and get fast, free delivery!', 'You can never have enough of their favorites. Find everything your pet needs and wants and get fast, free delivery!', 'You can never have enough of their favorites. Find everything your pet needs and wants and get fast, free delivery!', 'You can never have enough of their favorites. Find everything your pet needs and wants and get fast, free delivery!', 'You can never have enough of their favorites. Find everything your pet needs and wants and get fast, free delivery!', 'You can never have enough of their favorites. Find everything your pet needs and wants and get fast, free delivery!']",,,,,,,,,,"Pet Center Lamb Crunchys Dog Treats, 16-oz bag",,,0,0,0,0,https://www.facebook.com/ads/library/?id=834022288597626,"facebook, instagram, audience_network, messenger",en
921340253235238,179450065439629,Chewy,"Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!",,,,,,"[""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!"", ""Hurry! Your pet's favorite toys, treats & more are still here with fast, free shipping. Because pets love presents, too!""]",,,,,,,,,,"Pet Center Lamb Crunchys Dog Treats, 16-oz bag",,,0,0,0,0,https://www.facebook.com/ads/library/?id=921340253235238,"facebook, instagram, audience_network, messenger",en
1344301173209252,179450065439629,Chewy,Don't leave your pet's wishlist behind! Shop Chewy for pet essentials and give your fur baby the love they deserve.,,,,,,"[""Don't leave your pet's wishlist behind! Shop Chewy for pet essentials and give your fur baby the love they deserve."", ""Don't leave your pet's wishlist behind! Shop Chewy for pet essentials and give your fur baby the love they deserve."", ""Don't leave your pet's wishlist behind! Shop Chewy for pet essentials and give your fur baby the love they deserve."", ""Don't leave your pet's wishlist behind! Shop Chewy for pet essentials and give your fur baby the love they deserve."", ""Don't leave your pet's wishlist behind! Shop Chewy for pet essentials and give your fur baby the love they deserve."", ""Don't leave your pet's wishlist behind! Shop Chewy for pet essentials and give your fur baby the love they deserve.""]",,,,,,,,,,"K&H Pet Products EZ Mount Double Stack Kitty Sill Cat Window Perch, Gray",,,0,0,0,0,https://www.facebook.com/ads/library/?id=1344301173209252,"facebook, instagram, audience_network, messenger",en
1085316943270987,179450065439629,Chewy,Keep your horse healthy and never miss a dose.,,,,,,"['Keep your horse healthy and never miss a dose.', 'Keep your horse healthy and never miss a dose.', 'Keep your horse healthy and never miss a dose.', 'Keep your horse healthy and never miss a dose.', 'Keep your horse healthy and never miss a dose.', 'Keep your horse healthy and never miss a dose.']",,,,,,,,,,Chewy,,,0,0,0,0,https://www.facebook.com/ads/library/?id=1085316943270987,"facebook, instagram, audience_network, messenger",en
502645962513492,179450065439629,Chewy,"Feed them Pro Plan, the gold standard of performance nutrition, and get 35% off your first order with Autoship.",,,,,,"['Feed them Pro Plan, the gold standard of performance nutrition, and get 35% off your first order with Autoship.']",,,,,,,,,,Fuel Your Athletic Dog,,,0,0,0,0,https://www.facebook.com/ads/library/?id=502645962513492,"facebook, instagram",en
1018049596482899,179450065439629,Chewy,"GREENIES™ Dental Treats help clean teeth, maintain healthy gums and freshen your dog’s breath. Your dog will love sinking their teeth into our delightfully chewy, textured treats.",,,,,,"['GREENIES™ Dental Treats help clean teeth, maintain healthy gums and freshen your dog’s breath. Your dog will love sinking their teeth into our delightfully chewy, textured treats.']",,,,,,,,,,SHOP GREENIES™,,,0,0,0,0,https://www.facebook.com/ads/library/?id=1018049596482899,"facebook, instagram, audience_network, messenger",en
1948676252218240,179450065439629,Chewy,"Get 35% off first Autoship order from Chewy and save on repeat pet prescriptions, delivered to your door.",,,,,,"['Get 35% off first Autoship order from Chewy and save on repeat pet prescriptions, delivered to your door.']",,,,,,,,,,Easy Rx orders on repeat,,,0,0,0,0,https://www.facebook.com/ads/library/?id=1948676252218240,"facebook, instagram, audience_network, messenger",en
1470655126888349,179450065439629,Chewy,"Chewy makes it easy to keep your pet’s prescription filled. Right now, get 35% off your first Autoship order.",,,,,,"['Chewy makes it easy to keep your pet’s prescription filled. Right now, get 35% off your first Autoship order.']",,,,,,,,,,Pet Meds + Autoship. It's a no brainer.,,,0,0,0,0,https://www.facebook.com/ads/library/?id=1470655126888349,"facebook, instagram, audience_network, messenger",en
1119623212485575,179450065439629,Chewy,Relax! Chewy Pharmacy takes the hassle out of ordering pet meds by contacting your vet and delivering right to your door.,,,,,,['Relax! Chewy Pharmacy takes the hassle out of ordering pet meds by contacting your vet and delivering right to your door.'],,,,,,,,,,Save 20% on your first Rx order,,,0,0,0,0,https://www.facebook.com/ads/library/?id=1119623212485575,"facebook, instagram, audience_network, messenger",en
725268326384605,179450065439629,Chewy,Did you know you can get pet insurance from only $30 a month? CarePlus coverage gives you peace of mind at a great price.,,,,,,"['Did you know you can get pet insurance from only $30 a month? CarePlus coverage gives you peace of mind at a great price.', 'Did you know you can get pet insurance from only $30 a month? CarePlus coverage gives you peace of mind at a great price.', 'Did you know you can get pet insurance from only $30 a month? CarePlus coverage gives you peace of mind at a great price.', 'Did you know you can get pet insurance from only $30 a month? CarePlus coverage gives you peace of mind at a great price.']",,,,,,,,,,CarePlus Pet Insurance Plans From $30,,,0,0,0,0,https://www.facebook.com/ads/library/?id=725268326384605,"facebook, instagram, audience_network, messenger",en
383770364283932,179450065439629,Chewy,"Now you know: With CarePlus insurance, your invoice can be paid to the vet directly within minutes, so you pay nothing out-of-pocket.",,,,,,"['Now you know: With CarePlus insurance, your invoice can be paid to the vet directly within minutes, so you pay nothing out-of-pocket.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.']",,,,,,,,,,Wellness options with Dental Cleanings,,,0,0,0,0,https://www.facebook.com/ads/library/?id=383770364283932,"facebook, instagram, audience_network, messenger",en
1351302325586360,179450065439629,Chewy,Chewy Pharmacy makes it easy to order pet prescriptions by contacting your vet for approval and delivering to your door.,,,,,,"['Chewy Pharmacy makes it easy to order pet prescriptions by contacting your vet for approval and delivering to your door.', 'Chewy Pharmacy makes it easy to order pet prescriptions by contacting your vet for approval and delivering to your door.', 'Chewy Pharmacy makes it easy to order pet prescriptions by contacting your vet for approval and delivering to your door.']",,,,,,,,,,Save 20% on your first Rx order,,,0,0,0,0,https://www.facebook.com/ads/library/?id=1351302325586360,"facebook, instagram, audience_network",en
936406241536425,179450065439629,Chewy,"Now you know: With CarePlus insurance, your invoice can be paid to the vet directly within minutes, so you pay nothing out-of-pocket.",,,,,,"['Now you know: With CarePlus insurance, your invoice can be paid to the vet directly within minutes, so you pay nothing out-of-pocket.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.', 'Now you know: routine dental cleanings support your pet’s good health, and CarePlus wellness can cover them.']",,,,,,,,,,Wellness options with Dental Cleanings,,,0,0,0,0,https://www.facebook.com/ads/library/?id=936406241536425,"facebook, instagram, audience_network, messenger",en
1545946826237431,179450065439629,Chewy,"Want coverage that helps with pet meds? Only CarePlus covers 100% ​of Rx, vet diet food and supplements purchased from Chewy.",,,,,,"['Want coverage that helps with pet meds? Only CarePlus covers 100% \u200bof Rx, vet diet food and supplements purchased from Chewy.', 'Want coverage that helps with pet meds? Only CarePlus covers 100% \u200bof Rx, vet diet food and supplements purchased from Chewy.']",,,,,,,,,,Coverage Starts at $20 a Month,,,0,0,0,0,https://www.facebook.com/ads/library/?id=1545946826237431,"facebook, instagram, audience_network, messenger",en
2691072471061272,179450065439629,Chewy,"Curious about CarePlus insurance? Our wellness plans cover routine care like shots & tests, keeping your pet healthy & happy.",,,,,,"['Curious about CarePlus insurance? Our wellness plans cover routine care like shots & tests, keeping your pet healthy & happy.', 'Curious about CarePlus insurance? Our wellness plans cover routine care like shots & tests, keeping your pet healthy & happy.']",,,,,,,,,,Coverage Starts at $20 a Month,,,0,0,0,0,https://www.facebook.com/ads/library/?id=2691072471061272,"facebook, instagram, audience_network, messenger",en
281259819426330,179450065439629,Chewy,,,,,,,,,,,,,,,,,KONG Classic Flyer Dog Toy,,,10000,14999,0,99,https://www.facebook.com/ads/library/?id=281259819426330,,en
296652811266405,179450065439629,Chewy.com,,,,,,,,,,,,,,,,,KONG Classic Flyer Dog Toy,,,2000,2999,0,99,https://www.facebook.com/ads/library/?id=296652811266405,,en
522332461634384,179450065439629,Chewy,,,,,,,,,,,,,,,,,KONG Classic Flyer Dog Toy,,,600000,699999,900,999,https://www.facebook.com/ads/library/?id=522332461634384,,en
573203586499839,179450065439629,Chewy.com,,,,,,,,,,,,,,,,,KONG Classic Flyer Dog Toy,,,7000,7999,0,99,https://www.facebook.com/ads/library/?id=573203586499839,,en
839673543052341,179450065439629,Chewy,,,,,,,,,,,,,,,,,KONG Classic Flyer Dog Toy,,,600000,699999,1000,1499,https://www.facebook.com/ads/library/?id=839673543052341,,en
2322348164514272,179450065439629,Chewy.com,,,,,,,,,,,,,,,,,KONG Classic Flyer Dog Toy,,,450000,499999,1000,1499,https://www.facebook.com/ads/library/?id=2322348164514272,,en
