ad_id,page_id,page_name,promotional_text,ad_delivery_start_time,ad_delivery_stop_time,ad_creation_time,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_urls,ad_active_status,image_name,image_link,image_description,ad_url
3748657678755546,167628236611253,Salomon,"Find the best in advanced apparel, high-speed footwear, and the latest outdoor-tested gear.",,,,"['Find the best in advanced apparel, high-speed footwear, and the latest outdoor-tested gear.', 'Find the best in advanced apparel, high-speed footwear, and the latest outdoor-tested gear.', 'Find the best in advanced apparel, high-speed footwear, and the latest outdoor-tested gear.', 'Find the best in advanced apparel, high-speed footwear, and the latest outdoor-tested gear.', 'Find the best in advanced apparel, high-speed footwear, and the latest outdoor-tested gear.', 'Find the best in advanced apparel, high-speed footwear, and the latest outdoor-tested gear.']","['Unisex forces shoes xa forces gore-tex unisex forces shoes black / black / black salomon', 'Unisex forces shoes xa forces mid gore-tex unisex forces shoes coyote brown / coyote brown / coyote brown salomon', 'Unisex forces shoes xa forces mid gore-tex en unisex forces shoes black / black / black salomon', 'Unisex forces shoes xa forces mid gore-tex en unisex forces shoes black / black / black salomon', 'Unisex forces shoes xa forces mid gore-tex en unisex forces shoes black / black / black salomon', 'Unisex forces shoes quest 4d gore-tex forces 2 en unisex forces shoes earth brown / earth brown / earth brown salomon']",,,,,Unisex forces shoes xa forces gore-tex unisex forces shoes black / black / black salomon,,,https://www.facebook.com/ads/library/?id=3748657678755546
875639340664300,167628236611253,Salomon,,,,,,"['Unisex Accessories Trail Gaiters Low Black Salomon', 'Unisex Spare Parts Quick Lace Kit Black Salomon', 'Unisex Accessories Trail Gaiters Low Black Salomon', 'Unisex Accessories Trail Gaiters Low Black Salomon', 'Unisex Classic Nordic Bindings Sns Profil Auto Universal Multi Salomon', 'Unisex Accessories Trail Gaiters High Black Salomon']",,,,,Unisex Accessories Trail Gaiters Low Black Salomon,,,https://www.facebook.com/ads/library/?id=875639340664300
